ID	ORF	UniGeneHsID
90293_at	KLHL13	Hs.348262
9031_at	BAZ1B	Hs.719243
90313_at	TP53I13	Hs.514050
9032_at	TM4SF5	Hs.184194
90321_at	ZNF766	Hs.439662
90324_at	CCDC97	Hs.437497
9033_at	PKD2L1	Hs.159241
90332_at	EXOC3L2	Hs.337557
90333_at	ZNF468	Hs.467223
90338_at	ZNF160	Hs.655967
9034_at	CCRL2	Hs.535713
90342_at	FER1L5	Hs.534025
90355_at	C5orf30	Hs.482976
90362_at	FAM110B	Hs.154652
9037_at	SEMA5A	Hs.27621
90378_at	SAMD1	Hs.140309
90379_at	DCAF15	Hs.443636
9038_at	TAAR5	Hs.248198
90381_at	C15orf42	Hs.441708
9039_at	UBA3	Hs.154320
90390_at	MED30	Hs.492612
904_at	CCNT1	Hs.279906
9040_at	UBE2M	Hs.406068
90407_at	TMEM41A	Hs.677570; Hs.715632
90410_at	IFT20	Hs.705431
90411_at	MCFD2	Hs.293689
90416_at	C15orf57	Hs.654661
90423_at	ATP6V1E2	Hs.437691; Hs.659656
90427_at	BMF	Hs.591104
9043_at	SPAG9	Hs.463439
9044_at	BTAF1	Hs.500526
90441_at	ZNF622	Hs.60300
9045_at	RPL14	Hs.719095
9046_at	DOK2	Hs.71215
90462_at	ZNF605	Hs.29698
9047_at	SH2D2A	Hs.103527
9048_at	ARTN	Hs.632404
90480_at	GADD45GIP1	Hs.515164
90488_at	C12orf23	Hs.257664
9049_at	AIP	Hs.412433
905_at	CCNT2	Hs.591241
9050_at	PSTPIP2	Hs.567384
90506_at	LRRC46	Hs.130767
90507_at	SCRN2	Hs.239718
9051_at	PSTPIP1	Hs.129758
9052_at	GPRC5A	Hs.631733
90522_at	YIF1B	Hs.280741; Hs.631544
90523_at	C6orf142	Hs.382212; Hs.591803
90525_at	SHF	Hs.310399
90527_at	DUOXA1	Hs.356664
90529_at	C1orf201	Hs.403187
9053_at	MAP7	Hs.486548
9054_at	NFS1	Hs.194692
9055_at	PRC1	Hs.567385
90550_at	CCDC109A	Hs.591366
9056_at	SLC7A7	Hs.513147
9057_at	SLC7A6	Hs.653193; Hs.709557
9058_at	SLC13A2	Hs.102307
90580_at	C19orf52	Hs.164026
90586_at	LOC90586	Hs.367781
90589_at	ZNF625	Hs.512823
90592_at	ZNF700	Hs.528486
90594_at	ZNF439	Hs.528731
9060_at	PAPSS2	Hs.524491
9061_at	PAPSS1	Hs.368610
90624_at	LYRM7	Hs.115467
90627_at	STARD13	Hs.507704
9063_at	PIAS2	Hs.658013
90634_at	N4BP2L1	Hs.161220
90637_at	ZFAND2A	Hs.648111
90639_at	COX19	Hs.121593
9064_at	MAP3K6	Hs.194694
9066_at	SYT7	Hs.502730; Hs.684589
90665_at	TBL1Y	Hs.664560
90668_at	LRRC16B	Hs.26135
90678_at	LRSAM1	Hs.495188
9068_at	ANGPTL1	Hs.591474
9069_at	CLDN12	Hs.258576
90693_at	CCDC126	Hs.232296
9070_at	ASH2L	Hs.521530
90701_at	SEC11C	Hs.45107
9071_at	CLDN10	Hs.534377; Hs.656580
9073_at	CLDN8	Hs.162209
90736_at	FAM104B	Hs.415414
90737_at	PAGE5	Hs.668491
9074_at	CLDN6	Hs.533779
9075_at	CLDN2	Hs.522746
9076_at	CLDN1	Hs.439060
9077_at	DIRAS3	Hs.194695
90780_at	PYGO2	Hs.533597
9079_at	LDB2	Hs.714330
90799_at	CCDC45	Hs.569713
908_at	CCT6A	Hs.82916
9080_at	CLDN9	Hs.296949
90806_at	ANGEL2	Hs.157078
90809_at	TMEM55B	Hs.7001
90826_at	PRMT10	Hs.591692
90827_at	ZNF479	Hs.616660
90835_at	C16orf93	Hs.65735
90843_at	TCEAL8	Hs.389734
90850_at	ZNF598	Hs.343828
90853_at	SPOCD1	Hs.62604
9086_at	EIF1AY	Hs.461178
90861_at	HN1L	Hs.513261
90864_at	SPSB3	Hs.592080
90865_at	IL33	Hs.348390
9087_at	TMSB4Y	Hs.159201
90871_at	C9orf123	Hs.7517
90874_at	ZNF697	Hs.381105; Hs.711175
9088_at	PKMYT1	Hs.77783
909_at	CD1A	Hs.1309
9091_at	PIGQ	Hs.709562
9092_at	SART1	Hs.502883
9093_at	DNAJA3	Hs.719223
90933_at	TRIM41	Hs.441488
9094_at	UNC119	Hs.410455
9095_at	TBX19	Hs.716656
90952_at	ESAM	Hs.173840
90956_at	ADCK2	Hs.534141
90957_at	DHX57	Hs.468226
9096_at	TBX18	Hs.251830
9097_at	USP14	Hs.464416; Hs.707058
9098_at	USP6	Hs.448851
90987_at	ZNF251	Hs.534516
9099_at	USP2	Hs.524085
90990_at	KIFC2	Hs.528713
90993_at	CREB3L1	Hs.405961
91_at	ACVR1B	Hs.438918
910_at	CD1B	Hs.1310
9100_at	USP10	Hs.136778
9101_at	USP8	Hs.644563
91010_at	FMNL3	Hs.179838
91012_at	LASS5	Hs.270525
91039_at	DPP9	Hs.515081
9104_at	RGN	Hs.77854
91050_at	CCDC149	Hs.106432
91056_at	DKFZp761E198	Hs.591957
91057_at	CCDC34	Hs.143733
9107_at	MTMR6	Hs.643702
91074_at	ANKRD30A	Hs.373787
9108_at	MTMR7	Hs.625674
911_at	CD1C	Hs.132448
9110_at	MTMR4	Hs.514373
91107_at	TRIM47	Hs.293660
9111_at	NMI	Hs.54483
9112_at	MTA1	Hs.525629
91120_at	ZNF682	Hs.306298
9113_at	LATS1	Hs.716697
91133_at	L3MBTL4	Hs.128279
91137_at	SLC25A46	Hs.75639
9114_at	ATP6V0D1	Hs.106876
91147_at	TMEM67	Hs.116240
91151_at	TIGD7	Hs.708399; Hs.718663
91156_at	IGFN1	Hs.519024
9117_at	SEC22C	Hs.445892
91179_at	SCARF2	Hs.474251
9118_at	INA	Hs.500916
91181_at	NUP210L	Hs.67639
9119_at	KRT75	Hs.697046
912_at	CD1D	Hs.1799
9120_at	SLC16A6	Hs.42645
9121_at	SLC16A5	Hs.592095
9122_at	SLC16A4	Hs.351306
9123_at	SLC16A3	Hs.500761
9124_at	PDLIM1	Hs.368525
9125_at	RQCD1	Hs.148767
91252_at	SLC39A13	Hs.523664
9126_at	SMC3	Hs.24485
9127_at	P2RX6	Hs.113275
91272_at	BOD1	Hs.425091
9128_at	PRPF4	Hs.530284
91283_at	C9orf30	Hs.530272
91289_at	LMF2	Hs.150540
9129_at	PRPF3	Hs.11776
91298_at	C12orf29	Hs.591009
913_at	CD1E	Hs.249217
9130_at	FAM50A	Hs.54277
91300_at	C19orf22	Hs.557655
91304_at	C19orf6	Hs.515003
9131_at	AIFM1	Hs.424932
91316_at	LOC91316	Hs.148656
91319_at	DERL3	Hs.593679
9132_at	KCNQ4	Hs.473058
9133_at	CCNB2	Hs.194698
9134_at	CCNE2	Hs.567387
9135_at	RABEP1	Hs.584784; Hs.592121
91351_at	DDX60L	Hs.535011
91353_at	IGLL3	Hs.567636
91355_at	LRP5L	Hs.634058
9136_at	RRP9	Hs.153768
91368_at	CDKN2AIPNL	Hs.156506
91373_at	UAP1L1	Hs.142076
9138_at	ARHGEF1	Hs.631550
9139_at	CBFA2T2	Hs.153934
91392_at	ZNF502	Hs.224843
914_at	CD2	Hs.523500
9140_at	ATG12	Hs.264482
91404_at	SESTD1	Hs.30977
91408_at	BTF3L4	Hs.538093
9141_at	PDCD5	Hs.443831
91419_at	XRCC6BP1	Hs.61188
9142_at	CXorf1	Hs.106688
9143_at	SYNGR3	Hs.435277
91431_at	NA	NA
91433_at	RCCD1	Hs.655895
9144_at	SYNGR2	Hs.464210; Hs.708616
91442_at	C19orf40	Hs.579899
9145_at	SYNGR1	Hs.216226
91452_at	ACBD5	Hs.530597
9146_at	HGS	Hs.719305
91461_at	SGK493	Hs.408542
91464_at	ISX	Hs.567637
9147_at	SDCCAG1	Hs.655964
9148_at	NEURL	Hs.716382
9149_at	DYRK1B	Hs.130988
915_at	CD3D	Hs.504048
9150_at	CTDP1	Hs.465490
9152_at	SLC6A5	Hs.136557
91522_at	COL23A1	Hs.660026
91523_at	FAM113B	Hs.560100
91526_at	ANKRD44	Hs.654819
9153_at	SLC28A2	Hs.367833
9154_at	SLC28A1	Hs.459187
91543_at	RSAD2	Hs.17518
91544_at	UBXN11	Hs.145061
9156_at	EXO1	Hs.498248
91574_at	C12orf65	Hs.319128
9158_at	FIBP	Hs.7768
91582_at	RPS19BP1	Hs.526933
91584_at	PLXNA4	Hs.511454
9159_at	PCSK7	Hs.410977; Hs.648612; Hs.709588
916_at	CD3E	Hs.3003
91603_at	ZNF830	Hs.413678
91607_at	SLFN11	Hs.462829
91608_at	RASL10B	Hs.437035
91612_at	CHURC1	Hs.325531
91614_at	DEPDC7	Hs.280990
9162_at	DGKI	Hs.242947
91624_at	NEXN	Hs.612385
91647_at	ATPAF2	Hs.528889
91653_at	BOC	Hs.591318
9166_at	EBAG9	Hs.409368
91661_at	ZNF765	Hs.433293
91662_at	NLRP12	Hs.631573
91663_at	MYADM	Hs.380906
9167_at	COX7A2L	Hs.339639
9168_at	TMSB10	Hs.446574
91683_at	SYT12	Hs.287636
91687_at	CENPL	Hs.531856
91689_at	C22orf32	Hs.306083
9169_at	SFRS2IP	Hs.715491
91694_at	LONRF1	Hs.180178
917_at	CD3G	Hs.2259
9170_at	LPAR2	Hs.122575
91703_at	ACY3	Hs.126265
9172_at	MYOM2	Hs.443683
9173_at	IL1RL1	Hs.66
91734_at	IDI2	Hs.591325; Hs.9270
91746_at	YTHDC1	Hs.175955
91748_at	C14orf43	Hs.656506
91749_at	KIAA1919	Hs.400572
9175_at	MAP3K13	Hs.656069
91752_at	ZNF804A	Hs.159528
91754_at	NEK9	Hs.719118
91768_at	CABLES1	Hs.11108
9177_at	HTR3B	Hs.241377
91775_at	FAM55C	Hs.595933
91782_at	CHMP7	Hs.5019
9179_at	AP4M1	Hs.632317
9180_at	OSMR	Hs.120658
91801_at	ALKBH8	Hs.503763
91807_at	MYLK3	Hs.130465
9181_at	ARHGEF2	Hs.655209
9182_at	RASSF9	Hs.527881
91828_at	C14orf73	Hs.37712
9183_at	ZW10	Hs.503886
91833_at	WDR20	Hs.36859
9184_at	BUB3	Hs.418533
9185_at	REPS2	Hs.186810
91860_at	CALML4	Hs.709550
91862_at	MARVELD3	Hs.513706
91869_at	RFT1	Hs.631910
9187_at	SLC24A1	Hs.173092
91875_at	TTC5	Hs.102480
9188_at	DDX21	Hs.223141; Hs.576875
91893_at	FDXACB1	Hs.697132
91894_at	C11orf52	Hs.97013
919_at	CD247	Hs.156445
9191_at	DEDD	Hs.146406
91937_at	TIMD4	Hs.334907
9194_at	SLC16A7	Hs.439643
91947_at	ARRDC4	Hs.6093
91948_at	LOC91948	Hs.130423
91949_at	COG7	Hs.185807
9196_at	KCNAB3	Hs.435074
9197_at	SLC33A1	Hs.478031
91975_at	ZNF300	Hs.134885
91977_at	MYOZ3	Hs.91626
91978_at	C19orf20	Hs.369613
92_at	ACVR2A	Hs.470174
920_at	CD4	Hs.631659
9200_at	PTPLA	Hs.114062
92002_at	FAM58A	Hs.496943; Hs.659433
9201_at	DCLK1	Hs.507755; Hs.717124
92017_at	SNX29	Hs.585745
9202_at	ZMYM4	Hs.269211
9203_at	ZMYM3	Hs.522684
9204_at	ZMYM6	Hs.533986; Hs.623978; Hs.675613
9205_at	ZMYM5	Hs.530988
92070_at	C4orf42	Hs.561314; Hs.646099
9208_at	LRRFIP1	Hs.471779
92086_at	GGTLC1	Hs.355394
9209_at	LRRFIP2	Hs.719246
92092_at	ZC3HAV1L	Hs.512833; Hs.659143
921_at	CD5	Hs.58685
9210_at	BMP15	Hs.532692
92104_at	TTC30A	Hs.128384
92105_at	INTS4	Hs.533723
92106_at	OXNAD1	Hs.655449
9211_at	LGI1	Hs.533670
9212_at	AURKB	Hs.442658
92126_at	DSEL	Hs.124673
92129_at	RIPPLY1	Hs.334726
9213_at	XPR1	Hs.227656
9214_at	FAIM3	Hs.58831; Hs.719320
92140_at	MTDH	Hs.377155
9215_at	LARGE	Hs.474667
92154_at	MTSS1L	Hs.432387
92162_at	TMEM88	Hs.389669
9217_at	VAPB	Hs.182625
92170_at	MTG1	Hs.501578
9218_at	VAPA	Hs.699980
92181_at	UBTD2	Hs.131570; Hs.716824
9219_at	MTA2	Hs.173043
92196_at	DAPL1	Hs.59761
922_at	CD5L	Hs.134035
9221_at	NOLC1	Hs.523238
92211_at	PCDH21	Hs.137556
9223_at	MAGI1	Hs.651939
92235_at	DUSP27	Hs.632462
92241_at	RCSD1	Hs.493867
92255_at	LMBRD2	Hs.294103
92259_at	MRPS36	Hs.631971
9227_at	LRAT	Hs.658427
92270_at	ATP6AP1L	Hs.364045
9228_at	DLGAP2	Hs.113287
92283_at	ZNF461	Hs.590972
9229_at	DLGAP1	Hs.654793
92291_at	CAPN13	Hs.660911
92292_at	GLYATL1	Hs.38085; Hs.616909
92293_at	TMEM132C	Hs.49599
923_at	CD6	Hs.643167
9230_at	RAB11B	Hs.626404
92304_at	SCGB3A1	Hs.62492
92305_at	TMEM129	Hs.518562
9231_at	DLG5	Hs.652690
92312_at	MEX3A	Hs.591496
9232_at	PTTG1	Hs.350966
92335_at	STRADA	Hs.514402
92340_at	C17orf72	Hs.708161
92342_at	C1orf156	Hs.33922
92344_at	GORAB	Hs.183702
92345_at	NAF1	Hs.129095; Hs.672113
92346_at	C1orf105	Hs.517991
9235_at	IL32	Hs.943
92359_at	CRB3	Hs.150319
9236_at	CCPG1	Hs.285051
92369_at	SPSB4	Hs.655112
92370_at	ACPL2	Hs.657887
9238_at	TBRG4	Hs.231411
92399_at	MRRF	Hs.368011
924_at	CD7	Hs.36972
9240_at	PNMA1	Hs.194709
9241_at	NOG	Hs.248201
9242_at	MSC	Hs.442619
92421_at	CHMP4C	Hs.183861
9244_at	CRLF1	Hs.114948
9245_at	GCNT3	Hs.194710
9246_at	UBE2L6	Hs.425777
9247_at	GCM2	Hs.227098
9248_at	GPR50	Hs.567390
92482_at	NCRNA00081	Hs.232543; Hs.651480
92483_at	LDHAL6B	Hs.307052
9249_at	DHRS3	Hs.289347
925_at	CD8A	Hs.85258
9252_at	RPS6KA5	Hs.510225
92521_at	CYTSB	Hs.431045
9253_at	NUMBL	Hs.326953
9254_at	CACNA2D2	Hs.476273; Hs.674666
9255_at	AIMP1	Hs.591680
92552_at	ATXN3L	Hs.382641
92558_at	CCDC64	Hs.369763
9256_at	BZRAP1	Hs.112499
92565_at	FANK1	Hs.352591
92579_at	G6PC3	Hs.294005
9258_at	MFHAS1	Hs.379414
92591_at	ASB16	Hs.534517
92595_at	ZNF764	Hs.132227
92597_at	MOBKL1A	Hs.700445; Hs.719746
926_at	CD8B	Hs.405667
9260_at	PDLIM7	Hs.533040
92609_at	TIMM50	Hs.590956; Hs.597106
9261_at	MAPKAPK2	Hs.643566; Hs.713747
92610_at	TIFA	Hs.310640
9262_at	STK17B	Hs.710234; Hs.88297
9263_at	STK17A	Hs.709489
9265_at	CYTH3	Hs.487479
9266_at	CYTH2	Hs.144011
92667_at	C20orf72	Hs.320823
9267_at	CYTH1	Hs.191215
92675_at	DTD1	Hs.659442
92689_at	FAM114A1	Hs.476517
92691_at	TMEM169	Hs.334916
9270_at	ITGB1BP1	Hs.467662
9271_at	PIWIL1	Hs.405659
92714_at	ARRDC1	Hs.12999
92715_at	WDR85	Hs.292570
92737_at	DNER	Hs.234074
9274_at	BCL7C	Hs.658547
92745_at	SLC38A5	Hs.195155
92747_at	C20orf114	Hs.65551
92749_at	C2orf39	Hs.393714
9275_at	BCL7B	Hs.647051
9276_at	COPB2	Hs.719115
9277_at	WDR46	Hs.520063; Hs.671763
9278_at	ZBTB22	Hs.206770
92797_at	HELB	Hs.505941
92799_at	SHKBP1	Hs.26506
928_at	CD9	Hs.114286
92806_at	MGC16385	Hs.513832
9282_at	MED14	Hs.407604
92822_at	ZNF276	Hs.290154
9283_at	GPR37L1	Hs.132049
92840_at	REEP6	Hs.76277
92856_at	IMP4	Hs.91579
9287_at	TAAR2	Hs.272382
9289_at	GPR56	Hs.513633
929_at	CD14	Hs.163867
9290_at	GPR55	Hs.114545
92906_at	HNRPLL	Hs.445497
92912_at	UBE2Q2	Hs.23033
92922_at	CCDC102A	Hs.644611
9293_at	GPR52	Hs.673850
92935_at	MARS2	Hs.116602
9294_at	S1PR2	Hs.655405
92949_at	ADAMTSL1	Hs.522019
9295_at	SFRS11	Hs.479693
9296_at	ATP6V1F	Hs.78089
92960_at	PEX11G	Hs.515100
92979_at	Mar-09	Hs.632709
92999_at	ZBTB47	Hs.409561
93_at	ACVR2B	Hs.174273
930_at	CD19	Hs.652262
93010_at	B3GNT7	Hs.299329
93034_at	NT5C1B	Hs.120319
93035_at	PKHD1L1	Hs.170128
93058_at	COQ10A	Hs.4096
9306_at	SOCS6	Hs.44439
9308_at	CD83	Hs.595133
93081_at	C13orf27	Hs.398111
93082_at	NEURL3	Hs.149219
93099_at	DMKN	Hs.417795
931_at	MS4A1	Hs.712553
9310_at	ZNF235	Hs.298089; Hs.613424
93100_at	NAPRT1	Hs.493164
93107_at	KCNG4	Hs.335877
93109_at	TMEM44	Hs.478729
9311_at	ACCN3	Hs.647113
9312_at	KCNB2	Hs.661102
93129_at	ORAI3	Hs.460617
9313_at	MMP20	Hs.591946
93134_at	ZNF561	Hs.371107
9314_at	KLF4	Hs.376206
93145_at	OLFM2	Hs.169743
9315_at	C5orf13	Hs.36053; Hs.483067; Hs.582226; Hs.707892
93164_at	HTR7P	Hs.593282
93166_at	PRDM6	Hs.135118
9317_at	PTER	Hs.444321; Hs.716660
9318_at	COPS2	Hs.369614
93183_at	PIGM	Hs.552810
93185_at	IGSF8	Hs.332012
9319_at	TRIP13	Hs.436187
93190_at	C1orf158	Hs.98095
932_at	MS4A3	Hs.99960
9320_at	TRIP12	Hs.591633
9321_at	TRIP11	Hs.632339
93210_at	PGAP3	Hs.462971
9322_at	TRIP10	Hs.515094
93233_at	CCDC114	Hs.112645
9324_at	HMGN3	Hs.77558
9325_at	TRIP4	Hs.500340
9326_at	ZNHIT3	Hs.2210
93273_at	LEMD1	Hs.655520
9328_at	GTF3C5	Hs.495417
9329_at	GTF3C4	Hs.656646
933_at	CD22	Hs.579691
9330_at	GTF3C3	Hs.470996
9331_at	B4GALT6	Hs.591063
9332_at	CD163	Hs.504641
93323_at	HAUS8	Hs.404088
9333_at	TGM5	Hs.129719
9334_at	B4GALT5	Hs.370487
93343_at	FAM125A	Hs.515243
93349_at	SP140L	Hs.662198
9337_at	CNOT8	Hs.26703
93377_at	OPALIN	Hs.12449
9338_at	TCEAL1	Hs.95243
93380_at	MMGT1	Hs.110702
9340_at	GLP2R	Hs.248202
93408_at	MYL10	Hs.247831
9341_at	VAMP3	Hs.66708
9342_at	SNAP29	Hs.108002; Hs.701035
93426_at	SYCE1	Hs.553795
9343_at	EFTUD2	Hs.151787
93432_at	LOC93432	Hs.647098
93436_at	ARMC6	Hs.77876
9344_at	TAOK2	Hs.291623
93474_at	ZNF670	Hs.710279
9348_at	NDST3	Hs.480596
93487_at	MAPK1IP1L	Hs.594338; Hs.619374
9349_at	RPL23	Hs.406300
9350_at	CER1	Hs.248204
9351_at	SLC9A3R2	Hs.440896
93517_at	SDR42E1	Hs.87779
9352_at	TXNL1	Hs.114412
9353_at	SLIT2	Hs.29802
9354_at	UBE4A	Hs.602967; Hs.75275
9355_at	LHX2	Hs.696425
93550_at	ANUBL1	Hs.89029
9356_at	SLC22A6	Hs.369252
9358_at	ITGBL1	Hs.696554
93587_at	RG9MTD2	Hs.380412
93589_at	CACNA2D4	Hs.13768
93594_at	WDR67	Hs.492716
9360_at	PPIG	Hs.470544
9361_at	LONP1	Hs.350265
93611_at	FBXO44	Hs.556006
9362_at	CPNE6	Hs.6132
93621_at	MRFAP1	Hs.406590; Hs.701277
93622_at	LOC93622	Hs.705429
93624_at	TADA2B	Hs.518614
93627_at	TBCKL	Hs.292986
9363_at	RAB33A	Hs.654356
9364_at	RAB28	Hs.656060
93643_at	TJAP1	Hs.520145
9365_at	KL	Hs.524953
93650_at	ACPT	Hs.293394
93653_at	ST7OT1	Hs.597516
93654_at	ST7OT2	Hs.571240; Hs.628891
9366_at	RAB9P1	Hs.158296
93661_at	CAPZA3	Hs.131288
93663_at	ARHGAP18	Hs.486458; Hs.708586
93664_at	CADPS2	Hs.708214
9367_at	RAB9A	Hs.495704
9368_at	SLC9A3R1	Hs.711846; Hs.719158
9369_at	NRXN3	Hs.368307
9370_at	ADIPOQ	Hs.80485
9371_at	KIF3B	Hs.369670
9372_at	ZFYVE9	Hs.532345
9373_at	PLAA	Hs.27182
9374_at	PPT2	Hs.635690
9375_at	TM9SF2	Hs.654824
9376_at	SLC22A8	Hs.266223
9377_at	COX5A	Hs.401903
9378_at	NRXN1	Hs.637685
9379_at	NRXN2	Hs.372938
9380_at	GRHPR	Hs.155742
9381_at	OTOF	Hs.91608
9382_at	COG1	Hs.283109
9388_at	LIPG	Hs.465102
9389_at	SLC22A14	Hs.165559
939_at	CD27	Hs.355307
9390_at	SLC22A13	Hs.225941
9391_at	CIAO1	Hs.12109
9392_at	TGFBRAP1	Hs.446350
93953_at	ACRC	Hs.135167
9397_at	NMT2	Hs.60339
93973_at	ACTR8	Hs.412186
93974_at	ATPIF1	Hs.590908
93979_at	CPA5	Hs.567642
9398_at	IGSF2	Hs.654598
93986_at	FOXP2	Hs.656280
9399_at	STOML1	Hs.194816
94_at	ACVRL1	Hs.591026
940_at	CD28	Hs.591629
9400_at	RECQL5	Hs.632229
94005_at	PIGS	Hs.462550
9401_at	RECQL4	Hs.31442
94015_at	TTYH2	Hs.27935
9402_at	GRAP2	Hs.517499
94025_at	MUC16	Hs.432676
94026_at	POM121L2	NA
9403_at	Sep-15	Hs.362728
94030_at	LRRC4B	Hs.120873
94031_at	HTRA3	Hs.479119
94032_at	CAMK2N2	Hs.585003
94039_at	ZNF101	Hs.631642
9404_at	LPXN	Hs.125474
94056_at	SYAP1	Hs.605178
94059_at	LENG9	Hs.590976
9406_at	ZRANB2	Hs.194718
9407_at	TMPRSS11D	Hs.132195
94081_at	SFXN1	Hs.369440
94086_at	HSPB9	Hs.620611
9409_at	PEX16	Hs.100915
94097_at	SFXN5	Hs.368171
941_at	CD80	Hs.838
9410_at	SNRNP40	Hs.33962
94101_at	ORMDL1	Hs.709387
94103_at	ORMDL3	Hs.514151
94104_at	C21orf66	Hs.644004
94107_at	TMEM203	Hs.591886
9411_at	ARHGAP29	Hs.483238
9412_at	MED21	Hs.286145
94120_at	SYTL3	Hs.436977
94121_at	SYTL4	Hs.592224
94122_at	SYTL5	Hs.662334
9413_at	FAM189A2	Hs.118003
94134_at	ARHGAP12	Hs.499264
94137_at	RP1L1	Hs.33538; Hs.689495
9414_at	TJP2	Hs.50382
9415_at	FADS2	Hs.502745
9416_at	DDX23	Hs.130098
94160_at	ABCC12	Hs.410111
9419_at	CRIPT	Hs.133998
942_at	CD86	Hs.171182
9420_at	CYP7B1	Hs.667720
9421_at	HAND1	Hs.152531
9422_at	ZNF264	Hs.515634
9423_at	NTN1	Hs.660885
94233_at	OPN4	Hs.283922
94234_at	FOXQ1	Hs.591352
94235_at	GNG8	Hs.283961
94239_at	H2AFV	Hs.488189
9424_at	KCNK6	Hs.240395
94240_at	EPSTI1	Hs.546467
94241_at	TP53INP1	Hs.492261
9425_at	CDYL	Hs.269092
9427_at	ECEL1	Hs.26880
94274_at	PPP1R14A	Hs.631569
9429_at	ABCG2	Hs.480218
943_at	TNFRSF8	Hs.1314
9435_at	CHST2	Hs.8786
9436_at	NCR2	Hs.194721
9437_at	NCR1	Hs.97084
9439_at	MED23	Hs.29679
944_at	TNFSF8	Hs.654445
9440_at	MED17	Hs.444931
9441_at	MED26	Hs.651587
9442_at	MED27	Hs.374262
9443_at	MED7	Hs.279902; Hs.719330
9444_at	QKI	Hs.510324; Hs.593520
9445_at	ITM2B	Hs.643683
9446_at	GSTO1	Hs.190028
9447_at	AIM2	Hs.281898
9448_at	MAP4K4	Hs.719073
945_at	CD33	Hs.83731
9450_at	LY86	Hs.653138
9451_at	EIF2AK3	Hs.591589
9452_at	ITM2A	Hs.17109; Hs.694944
9453_at	GGPS1	Hs.719270
9454_at	HOMER3	Hs.10326
9455_at	HOMER2	Hs.578443
9456_at	HOMER1	Hs.591761
9457_at	FHL5	Hs.632608
9459_at	ARHGEF6	Hs.522795
946_at	SIGLEC6	Hs.397255
9462_at	RASAL2	Hs.549729; Hs.715627
9463_at	PICK1	Hs.180871
9464_at	HAND2	Hs.388245
9465_at	AKAP7	Hs.486483
9466_at	IL27RA	Hs.132781
9467_at	SH3BP5	Hs.257761; Hs.719150
9468_at	PCYT1B	Hs.660708
9469_at	CHST3	Hs.158304
947_at	CD34	Hs.374990
9470_at	EIF4E2	Hs.292026; Hs.700929
9472_at	AKAP6	Hs.509083
9473_at	C1orf38	Hs.10649
9474_at	ATG5	Hs.486063
9475_at	ROCK2	Hs.591600
9476_at	NAPSA	Hs.714418
9477_at	MED20	Hs.278434
9478_at	CABP1	Hs.458482
9479_at	MAPK8IP1	Hs.234249
948_at	CD36	Hs.120949
9480_at	ONECUT2	Hs.194725
9481_at	SLC25A27	Hs.40510
9482_at	STX8	Hs.431109
9486_at	CHST10	Hs.516370
9487_at	PIGL	Hs.499793; Hs.625050
9488_at	PIGB	Hs.612814
9489_at	PGS1	Hs.654671
949_at	SCARB1	Hs.709216
9491_at	PSMF1	Hs.471917
9493_at	KIF23	Hs.270845
9495_at	AKAP5	Hs.656683
9496_at	TBX4	Hs.143907
9497_at	SLC4A7	Hs.250072
9498_at	SLC4A8	Hs.370636
9499_at	MYOT	Hs.84665
95_at	ACY1	Hs.334707
950_at	SCARB2	Hs.349656; Hs.714206
9500_at	MAGED1	Hs.5258
9501_at	RPH3AL	Hs.651925
9506_at	PAGE4	Hs.441038
9508_at	ADAMTS3	Hs.590919
9509_at	ADAMTS2	Hs.591725
951_at	CD37	Hs.166556
9510_at	ADAMTS1	Hs.643357
9512_at	PMPCB	Hs.184211
9513_at	FXR2	Hs.52788
9514_at	GAL3ST1	Hs.17958
9515_at	STXBP5L	Hs.477315
9516_at	LITAF	Hs.459940
9517_at	SPTLC2	Hs.435661
9518_at	GDF15	Hs.616962
9519_at	TBPL1	Hs.486507
952_at	CD38	Hs.479214
9520_at	NPEPPS	Hs.443837
9521_at	EEF1E1	Hs.602353; Hs.719206
9522_at	SCAMP1	Hs.482587
9525_at	VPS4B	Hs.126550
9526_at	MPDU1	Hs.632249
9527_at	GOSR1	Hs.462680
9528_at	TMEM59	Hs.523262
9529_at	BAG5	Hs.5443
953_at	ENTPD1	Hs.719076
9530_at	BAG4	Hs.194726
9531_at	BAG3	Hs.523309
9532_at	BAG2	Hs.719303
9533_at	POLR1C	Hs.719353
9534_at	ZNF254	Hs.434406
9535_at	GMFG	Hs.5210
9536_at	PTGES	Hs.146688
9537_at	TP53I11	Hs.554791
9538_at	EI24	Hs.716416
954_at	ENTPD2	Hs.123036
9540_at	TP53I3	Hs.50649
9541_at	CIR1	Hs.632531
9542_at	NRG2	Hs.408515
9543_at	IGDCC3	Hs.128292
9545_at	RAB3D	Hs.655274
9546_at	APBA3	Hs.25527; Hs.465607
9547_at	CXCL14	Hs.483444
955_at	ENTPD6	Hs.500375
9550_at	ATP6V1G1	Hs.388654
9551_at	ATP5J2	Hs.521056; Hs.656515
9552_at	SPAG7	Hs.90436
9553_at	MRPL33	Hs.515879
9554_at	SEC22B	Hs.632438; Hs.715002
9555_at	H2AFY	Hs.420272; Hs.599225
9556_at	C14orf2	Hs.109052
9557_at	CHD1L	Hs.191164
9559_at	VPS26A	Hs.499925
956_at	ENTPD3	Hs.441145
9562_at	MINPP1	Hs.121260
