ID	ORF	UniGeneHsID
84701_at	COX4I2	Hs.277101
84705_at	GTPBP3	Hs.334885
84706_at	GPT2	Hs.460693
84707_at	BEX2	Hs.398989
84708_at	LNX1	Hs.518760; Hs.624833
84709_at	C4orf49	Hs.710036
8471_at	IRS4	Hs.460872
84717_at	HDGF2	Hs.43071
84720_at	PIGO	Hs.522099
84722_at	PSRC1	Hs.405925
84725_at	PLEKHA8	Hs.233495
84726_at	BAT2L	Hs.495349; Hs.703868
84727_at	SPSB2	Hs.479856
8473_at	OGT	Hs.405410
84733_at	CBX2	Hs.368410
84734_at	FAM167B	Hs.18449
84735_at	CNDP1	Hs.400613
84747_at	UNC119B	Hs.127610
84749_at	USP30	Hs.486434; Hs.660996
8475_at	EPR1	Hs.514527; Hs.719661
84750_at	FUT10	Hs.458713
84752_at	B3GNT9	Hs.718517
84759_at	PCGF1	Hs.316750
8476_at	CDC42BPA	Hs.35433
84765_at	ZNF577	Hs.148322
84766_at	EFCAB4B	Hs.504534; Hs.719531
84767_at	SPRYD5	Hs.326734
84769_at	MPV17L2	Hs.515254
8477_at	GPR65	Hs.513440
84775_at	ZNF607	Hs.116622
84779_at	ARD1B	Hs.676048
84787_at	SUV420H2	Hs.590982
8479_at	HIRIP3	Hs.592046
84790_at	TUBA1C	Hs.719091
84791_at	C1orf97	Hs.523932
84792_at	C7orf70	Hs.696146
84795_at	PYROXD2	Hs.238303; Hs.676105
84798_at	C19orf48	Hs.256301
8480_at	RAE1	Hs.371698
84803_at	AGPAT9	Hs.99196
84804_at	MFSD9	Hs.590898
84807_at	NFKBID	Hs.466531
84808_at	C1orf170	Hs.271462
84809_at	CROCCL1	Hs.631865
8481_at	OFD1	Hs.6483
84811_at	BUD13	Hs.437341
84812_at	PLCD4	Hs.632528
84814_at	PPAPDC3	Hs.134292
84816_at	RTN4IP1	Hs.155839
84817_at	TXNDC17	Hs.408236
84818_at	IL17RC	Hs.129959
8482_at	SEMA7A	Hs.24640
84823_at	LMNB2	Hs.538286
84824_at	FCRLA	Hs.266331
84826_at	SFT2D3	Hs.345849; Hs.700855
8483_at	CILP	Hs.442180
84830_at	C6orf105	Hs.126409
84836_at	ABHD14B	Hs.420796; Hs.534400
84837_at	C14orf128	Hs.496755
84838_at	ZNF496	Hs.654803
84839_at	RAX2	Hs.532691
8484_at	GALR3	Hs.158353
84842_at	HPDL	Hs.162717
84844_at	PHF5A	Hs.474980; Hs.707800
84848_at	MGC16121	Hs.416379; Hs.656866
84850_at	C9orf70	Hs.676113
84851_at	TRIM52	Hs.708154
84856_at	LOC84856	Hs.55977
84858_at	ZNF503	Hs.195710
84859_at	LRCH3	Hs.518414; Hs.659335
84861_at	KLHL22	Hs.517419
84864_at	MINA	Hs.607776
84865_at	CCDC142	Hs.430199
84866_at	TMEM25	Hs.564188
84867_at	PTPN5	Hs.79092
84868_at	HAVCR2	Hs.710500
84869_at	CBR4	Hs.659311
8487_at	SIP1	Hs.708127
84870_at	RSPO3	Hs.135254
84872_at	ZC3H10	Hs.632706
84873_at	GPR128	Hs.334511
84874_at	ZNF514	Hs.655109
84875_at	PARP10	Hs.348609
84876_at	ORAI1	Hs.55148
84878_at	ZBTB45	Hs.515662
84879_at	MFSD2	Hs.655177
84881_at	RPUSD4	Hs.150458
84883_at	AIFM2	Hs.655377
84885_at	ZDHHC12	Hs.133122
84886_at	C1orf198	Hs.520494
84888_at	SPPL2A	Hs.401537
84889_at	SLC7A3	Hs.175220
84890_at	ADO	Hs.99821
84891_at	ZSCAN10	Hs.334515
84892_at	C3orf39	Hs.12313
84893_at	FBXO18	Hs.498543
84894_at	LINGO1	Hs.656765
84895_at	FAM73B	Hs.632693
84896_at	ATAD1	Hs.435948
84897_at	TBRG1	Hs.436410
84898_at	PLXDC2	Hs.658134
84899_at	TMTC4	Hs.713610
8490_at	RGS5	Hs.24950
84900_at	RNFT2	Hs.437195
84901_at	NFATC2IP	Hs.513470
84902_at	CCDC123	Hs.599703
84904_at	C9orf100	Hs.534579
84905_at	ZNF341	Hs.516989
84908_at	FAM136A	Hs.516077; Hs.714390
84909_at	C9orf3	Hs.434253
8491_at	MAP4K3	Hs.655750
84911_at	ZNF382	Hs.631591
84912_at	SLC35B4	Hs.490181
84913_at	ATOH8	Hs.135569; Hs.436464
84914_at	ZNF587	Hs.642598; Hs.715493
84915_at	C12orf34	Hs.661785
84916_at	CIRH1A	Hs.461113
84918_at	LRP11	Hs.408355
84919_at	PPP1R15B	Hs.304376
8492_at	PRSS12	Hs.654823
84920_at	ALG10	Hs.719348
84922_at	FIZ1	Hs.515617
84923_at	FAM104A	Hs.103555
84924_at	ZNF566	Hs.533939
84925_at	DIRC2	Hs.477346
84926_at	SPRYD3	Hs.343334
84928_at	TMEM209	Hs.267245
84929_at	FIBCD1	Hs.133205
8493_at	PPM1D	Hs.591184
84930_at	MASTL	Hs.276905
84932_at	RAB2B	Hs.22399
84933_at	C8orf76	Hs.521800
84934_at	C12orf52	Hs.524762
84935_at	C13orf33	Hs.646647; Hs.708377
84936_at	ZFYVE19	Hs.121676
84937_at	ZNRF1	Hs.427284
84939_at	MUM1	Hs.515016
84940_at	CORO6	Hs.143046
84941_at	HSH2D	Hs.631617
84942_at	WDR73	Hs.719288
84944_at	MAEL	Hs.651245
84945_at	ABHD13	Hs.183528
84946_at	LTV1	Hs.185675
84947_at	SERAC1	Hs.154706
84948_at	TIGD5	Hs.71574
8495_at	PPFIBP2	Hs.655714
84950_at	PRPF38A	Hs.5301
84951_at	TNS4	Hs.438292
84952_at	CGNL1	Hs.148989
84953_at	MICALCL	Hs.128196
84954_at	MPND	Hs.321689
84955_at	NUDCD1	Hs.380291
84957_at	RELT	Hs.533720
84958_at	SYTL1	Hs.469175
84959_at	UBASH3B	Hs.444075
8496_at	PPFIBP1	Hs.172445
84961_at	FBXL20	Hs.462946; Hs.587911
84962_at	JUB	Hs.655832
84964_at	ALKBH6	Hs.71941
84966_at	IGSF21	Hs.212511
84967_at	LSM10	Hs.654622
84968_at	PNMA6A	Hs.533301
84969_at	TOX2	Hs.26608
8497_at	PPFIA4	Hs.153648
84970_at	C1orf94	Hs.194610
84971_at	ATG4D	Hs.512799
84975_at	MFSD5	Hs.654660
84976_at	DISP1	Hs.528817
84978_at	FRMD5	Hs.578544
8498_at	RANBP3	Hs.531752
84981_at	C17orf91	Hs.597755
84984_at	C3orf34	Hs.282800
84985_at	FAM83A	Hs.379821
84986_at	ARHGAP19	Hs.80305
84987_at	C12orf62	Hs.388645
84988_at	PPP1R16A	Hs.521937
8499_at	PPFIA2	Hs.506216
84991_at	RBM17	Hs.498548
84992_at	PIGY	Hs.26136
84993_at	UBL7	Hs.334713
84996_at	C21orf119	Hs.58149
8500_at	PPFIA1	Hs.530749
85004_at	RERG	Hs.199487
85007_at	AGXT2L2	Hs.248746
8501_at	SLC43A1	Hs.591952
85012_at	TCEAL3	Hs.311776
85013_at	TMEM128	Hs.12845
85014_at	TMEM141	Hs.356744
85015_at	USP45	Hs.143410
85016_at	C11orf70	Hs.98328
85019_at	C18orf45	Hs.137562
8502_at	PKP4	Hs.407580
85021_at	REPS1	Hs.334603
85025_at	TMEM60	Hs.19025
85026_at	C9orf37	Hs.522520
85027_at	MST150	Hs.29444
8503_at	PIK3R3	Hs.655387
8504_at	PEX3	Hs.592832; Hs.7277
8506_at	CNTNAP1	Hs.408730
8507_at	ENC1	Hs.104925
8508_at	NIPSNAP1	Hs.173878
8509_at	NDST2	Hs.654758
8512_at	MBL1P1	Hs.102310
8513_at	LIPF	Hs.523130
8514_at	KCNAB2	Hs.440497
8515_at	ITGA10	Hs.158237
8516_at	ITGA8	Hs.171311
8518_at	IKBKAP	Hs.494738
8519_at	IFITM1	Hs.458414
8520_at	HAT1	Hs.632532
8521_at	GCM1	Hs.28346
8522_at	GAS7	Hs.462214
85236_at	HIST1H2BK	Hs.437275; Hs.689116
8525_at	DGKZ	Hs.502461
8526_at	DGKE	Hs.239514
8527_at	DGKD	Hs.471675
8528_at	DDO	Hs.591348
85280_at	KRTAP9-4	Hs.528700
85285_at	KRTAP4-1	Hs.437079
85289_at	KRTAP4-5	Hs.514863
8529_at	CYP4F2	Hs.558423
85290_at	KRTAP4-3	Hs.307023
85291_at	KRTAP4-2	Hs.380165
85293_at	KRTAP3-3	Hs.662759
85294_at	KRTAP2-4	Hs.560502
8530_at	CST7	Hs.143212
85300_at	ATCAY	Hs.418055
85301_at	COL27A1	Hs.494892
8531_at	CSDA	Hs.221889
85313_at	PPIL4	Hs.593411
85315_at	PAQR8	Hs.239388
8532_at	CPZ	Hs.78068
85320_at	ABCC11	Hs.652267
85329_at	LGALS12	Hs.502774
8533_at	COPS3	Hs.6076
8534_at	CHST1	Hs.104576
8535_at	CBX4	Hs.714363
85352_at	KIAA1644	Hs.6829
85358_at	SHANK3	Hs.149035
8536_at	CAMK1	Hs.434875
85360_at	SYDE1	Hs.528701; Hs.706845
85363_at	TRIM5	Hs.370515
85364_at	ZCCHC3	Hs.28608; Hs.603608
85365_at	ALG2	Hs.40919
85366_at	MYLK2	Hs.86092
85369_at	FAM40A	Hs.584996
8537_at	BCAS1	Hs.400556
85377_at	MICALL1	Hs.517610
85378_at	TUBGCP6	Hs.336431
85379_at	KIAA1671	Hs.419171
8538_at	BARX2	Hs.591944
8539_at	API5	Hs.435771
85395_at	C21orf70	Hs.410830
85397_at	RGS8	Hs.20982; Hs.458417
8540_at	AGPS	Hs.516543
85403_at	EAF1	Hs.716733
85406_at	DNAJC14	Hs.709320
85407_at	NKD1	Hs.592059
85409_at	NKD2	Hs.240951
8541_at	PPFIA3	Hs.413748
85411_at	C6orf114	Hs.674313
85413_at	SLC22A16	Hs.520319
85414_at	SLC45A3	Hs.278695
85415_at	RHPN2	Hs.466435
85416_at	ZIC5	Hs.508570
85417_at	CCNB3	Hs.130310
8542_at	APOL1	Hs.114309
8543_at	LMO4	Hs.436792
85437_at	ZCRB1	Hs.496279
85438_at	C4orf35	Hs.120316
85439_at	STON2	Hs.14248
8544_at	PIR	Hs.495728
85440_at	DOCK7	Hs.406156
85441_at	PRIC285	Hs.517180
85442_at	KNDC1	Hs.530685
85443_at	DCLK3	Hs.631907
85444_at	LRRCC1	Hs.193115
85445_at	CNTNAP4	Hs.461389
85446_at	ZFHX2	Hs.508937; Hs.525247
85449_at	KIAA1755	Hs.472690
8545_at	CGGBP1	Hs.444818
85450_at	ITPRIP	Hs.523252
85451_at	UNK	Hs.584768
85452_at	KIAA1751	Hs.232092
85453_at	TSPYL5	Hs.173094
85455_at	DISP2	Hs.355645; Hs.592339
85456_at	TNKS1BP1	Hs.530730
85457_at	KIAA1737	Hs.22452
85458_at	DIXDC1	Hs.655626
8546_at	AP3B1	Hs.532091
85460_at	ZNF518B	Hs.455089
85461_at	TANC1	Hs.61590
85462_at	FHDC1	Hs.132629
85463_at	ZC3H12C	Hs.376289
85464_at	SSH2	Hs.654754
85465_at	SELI	Hs.189073
8547_at	FCN3	Hs.333383
85476_at	GFM1	Hs.518355
85477_at	SCIN	Hs.633359; Hs.655515
85478_at	CCDC65	Hs.512805
85479_at	DNAJC5B	Hs.491885
8548_at	BLZF1	Hs.130746
85480_at	TSLP	Hs.389874
85481_at	PSKH2	Hs.680136
8549_at	LGR5	Hs.658889
85495_at	RPPH1	Hs.613102
8550_at	MAPKAPK5	Hs.413901
85509_at	MBD3L1	Hs.133912
8552_at	INE1	Hs.657350
8553_at	BHLHE40	Hs.719093
8554_at	PIAS1	Hs.162458
8555_at	CDC14B	Hs.40582
8556_at	CDC14A	Hs.127411
85569_at	GALP	Hs.283915
8557_at	TCAP	Hs.514146
8558_at	CDK10	Hs.699177
8559_at	PRPF18	Hs.161181
8560_at	DEGS1	Hs.299878
8562_at	DENR	Hs.22393
8563_at	THOC5	Hs.75361
8564_at	KMO	Hs.409081
8565_at	YARS	Hs.706890
8566_at	PDXK	Hs.284491
8567_at	MADD	Hs.82548
8568_at	RRP1	Hs.110757
8569_at	MKNK1	Hs.371594
857_at	CAV1	Hs.74034
8570_at	KHSRP	Hs.708128
8572_at	PDLIM4	Hs.424312
8573_at	CASK	Hs.495984
8574_at	AKR7A2	Hs.571886
8575_at	PRKRA	Hs.570274
8576_at	STK16	Hs.153003
8577_at	TMEFF1	Hs.598100
8578_at	SCARF1	Hs.647430
858_at	CAV2	Hs.212332; Hs.603096
8581_at	LY6D	Hs.415762
85865_at	GTPBP10	Hs.709271
859_at	CAV3	Hs.98303
8590_at	OR6A2	Hs.652252
86_at	ACTL6A	Hs.435326
860_at	RUNX2	Hs.535845
8600_at	TNFSF11	Hs.333791
8601_at	RGS20	Hs.368733
8602_at	NOP14	Hs.627133
8603_at	C4orf8	Hs.652364
8604_at	SLC25A12	Hs.470608
8605_at	PLA2G4C	Hs.631562
8607_at	RUVBL1	Hs.272822
8608_at	RDH16	Hs.134958
861_at	RUNX1	Hs.149261; Hs.612648
8611_at	PPAP2A	Hs.696231
8612_at	PPAP2C	Hs.465506
8613_at	PPAP2B	Hs.405156; Hs.715848
8614_at	STC2	Hs.233160
8615_at	USO1	Hs.292689
8618_at	CADPS	Hs.654933
862_at	RUNX1T1	Hs.368431
8620_at	NPFF	Hs.719390
8621_at	CDC2L5	Hs.233552
8622_at	PDE8B	Hs.584830
8624_at	PSMG1	Hs.473838
8625_at	RFXANK	Hs.153629; Hs.296776
8626_at	TP63	Hs.137569
8629_at	JRK	Hs.535903; Hs.683465
863_at	CBFA2T3	Hs.513811
8630_at	HSD17B6	Hs.524513
8631_at	SKAP1	Hs.316931
8632_at	DNAH17	Hs.375975; Hs.713207
8633_at	UNC5C	Hs.584831
8634_at	RTCD1	Hs.484222
8635_at	RNASET2	Hs.529989
8636_at	SSNA1	Hs.530314
8638_at	OASL	Hs.118633
8639_at	AOC3	Hs.198241
864_at	RUNX3	Hs.170019
8642_at	DCHS1	Hs.199850
8643_at	PTCH2	Hs.591497
8644_at	AKR1C3	Hs.78183
8645_at	KCNK5	Hs.444448
8646_at	CHRD	Hs.166186
8647_at	ABCB11	Hs.658439
8648_at	NCOA1	Hs.596314
8649_at	MAPKSP1	Hs.716375
865_at	CBFB	Hs.460988
8650_at	NUMB	Hs.654609; Hs.714879
8651_at	SOCS1	Hs.50640
8653_at	DDX3Y	Hs.99120
8654_at	PDE5A	Hs.587281; Hs.647971
8655_at	DYNLL1	Hs.5120
8658_at	TNKS	Hs.370267
8659_at	ALDH4A1	Hs.77448
866_at	SERPINA6	Hs.532635
8660_at	IRS2	Hs.442344
8661_at	EIF3A	Hs.523299
8662_at	EIF3B	Hs.371001
8664_at	EIF3D	Hs.55682
8666_at	EIF3G	Hs.529059
8667_at	EIF3H	Hs.492599
8668_at	EIF3I	Hs.530096
8669_at	EIF3J	Hs.404056
867_at	CBL	Hs.504096
8671_at	SLC4A4	Hs.5462
8672_at	EIF4G3	Hs.467084
8673_at	VAMP8	Hs.714302
8674_at	VAMP4	Hs.6651
8675_at	STX16	Hs.307913
8676_at	STX11	Hs.118958
8677_at	STX10	Hs.43812
8678_at	BECN1	Hs.716464
868_at	CBLB	Hs.430589
8681_at	JMJD7-PLA2G4B	Hs.198161
8682_at	PEA15	Hs.517216
8683_at	SFRS9	Hs.706889
8685_at	MARCO	Hs.67726
8687_at	KRT38	Hs.248188
8688_at	KRT37	Hs.463024; Hs.673852
8689_at	KRT36	Hs.248189
869_at	CBLN1	Hs.458423
8690_at	JRKL	Hs.105940
8692_at	HYAL2	Hs.76873
8693_at	GALNT4	Hs.25130; Hs.713979
8694_at	DGAT1	Hs.571397; Hs.613075
8697_at	CDC23	Hs.73625
8698_at	S1PR4	Hs.662006
87_at	ACTN1	Hs.509765
8701_at	DNAH11	Hs.520245; Hs.655326
8702_at	B4GALT4	Hs.13225
8703_at	B4GALT3	Hs.321231
8704_at	B4GALT2	Hs.632403
8705_at	B3GALT4	Hs.534375
8706_at	B3GALNT1	Hs.418062
8707_at	B3GALT2	Hs.518834; Hs.716598
8708_at	B3GALT1	Hs.657258
871_at	SERPINH1	Hs.596449
8710_at	SERPINB7	Hs.138202
8711_at	TNK1	Hs.203420
8712_at	PAGE1	Hs.128231
8714_at	ABCC3	Hs.463421
8715_at	NOL4	Hs.514795
8717_at	TRADD	Hs.460996
87178_at	PNPT1	Hs.388733
8718_at	TNFRSF25	Hs.462529
8720_at	MBTPS1	Hs.75890
8721_at	EDF1	Hs.174050
8722_at	CTSF	Hs.11590
8723_at	SNX4	Hs.507243
8724_at	SNX3	Hs.12102
8725_at	C19orf2	Hs.466391
8726_at	EED	Hs.503510
8727_at	CTNNAL1	Hs.58488
8728_at	ADAM19	Hs.483944
8729_at	GBF1	Hs.290243
873_at	CBR1	Hs.88778
8731_at	RNMT	Hs.592347
8732_at	RNGTT	Hs.567378
8733_at	GPAA1	Hs.627962
8735_at	MYH13	Hs.711142
8736_at	MYOM1	Hs.464469
8737_at	RIPK1	Hs.519842
8738_at	CRADD	Hs.38533; Hs.591016
8739_at	HRK	Hs.87247
874_at	CBR3	Hs.154510
8740_at	TNFSF14	Hs.129708
8742_at	TNFSF12	Hs.54673
8743_at	TNFSF10	Hs.478275
8744_at	TNFSF9	Hs.1524
8745_at	ADAM23	Hs.591643
8747_at	ADAM21	Hs.178748
8748_at	ADAM20	Hs.177984
8749_at	ADAM18	Hs.127930
875_at	CBS	Hs.533013
8751_at	ADAM15	Hs.312098
8754_at	ADAM9	Hs.591852
8755_at	ADAM6	Hs.662288
8756_at	ADAM7	Hs.116147
8760_at	CDS2	Hs.719252
8761_at	PABPC4	Hs.169900
8763_at	CD164	Hs.520313; Hs.644693
8764_at	TNFRSF14	Hs.512898
8766_at	RAB11A	Hs.321541
8767_at	RIPK2	Hs.103755
8771_at	TNFRSF6B	Hs.434878
8772_at	FADD	Hs.86131
8773_at	SNAP23	Hs.719238
8774_at	NAPG	Hs.464622
8775_at	NAPA	Hs.126938; Hs.719083
8776_at	MTMR1	Hs.347187
87769_at	A2LD1	Hs.350868
8777_at	MPDZ	Hs.169378
8778_at	SIGLEC5	Hs.310333
8780_at	RIOK3	Hs.445511; Hs.719109
8784_at	TNFRSF18	Hs.212680
8785_at	MATN4	Hs.278489
8786_at	RGS11	Hs.65756
8787_at	RGS9	Hs.664380
8788_at	DLK1	Hs.533717
8789_at	FBP2	Hs.61255
8790_at	FPGT	Hs.632389
8792_at	TNFRSF11A	Hs.204044
8793_at	TNFRSF10D	Hs.213467
8794_at	TNFRSF10C	Hs.655801
8795_at	TNFRSF10B	Hs.521456
8796_at	SCEL	Hs.534699
8797_at	TNFRSF10A	Hs.591834
8798_at	DYRK4	Hs.439530
8799_at	PEX11B	Hs.504284
88_at	ACTN2	Hs.498178
8800_at	PEX11A	Hs.31034
8801_at	SUCLG2	Hs.655250
8802_at	SUCLG1	Hs.270428
8803_at	SUCLA2	Hs.546323
8804_at	CREG1	Hs.5710
8805_at	TRIM24	Hs.490287
8807_at	IL18RAP	Hs.158315
8808_at	IL1RL2	Hs.659863
8809_at	IL18R1	Hs.469521
881_at	CCIN	Hs.115460
8811_at	GALR2	Hs.666366
8812_at	CCNK	Hs.510409
8813_at	DPM1	Hs.654951
8814_at	CDKL1	Hs.679430
8815_at	BANF1	Hs.433759
8816_at	DCAF5	Hs.509780
8817_at	FGF18	Hs.87191
8818_at	DPM2	Hs.108973
8819_at	SAP30	Hs.591715
8820_at	HESX1	Hs.171980
8821_at	INPP4B	Hs.658245
8822_at	FGF17	Hs.248192
8823_at	FGF16	Hs.666364
8824_at	CES2	Hs.282975
8825_at	LIN7A	Hs.144333
8826_at	IQGAP1	Hs.430551
8828_at	NRP2	Hs.471200
8829_at	NRP1	Hs.131704; Hs.714624
883_at	CCBL1	Hs.495250
8831_at	SYNGAP1	Hs.586264
8832_at	CD84	Hs.398093
8834_at	TMEM11	Hs.719186
8835_at	SOCS2	Hs.485572
8836_at	GGH	Hs.78619
8837_at	CFLAR	Hs.390736
8838_at	WISP3	Hs.558428
8839_at	WISP2	Hs.592145
8840_at	WISP1	Hs.492974
8841_at	HDAC3	Hs.519632
8842_at	PROM1	Hs.614734
8844_at	KSR1	Hs.133534
88455_at	ANKRD13A	Hs.528703
8846_at	ALKBH1	Hs.94542
8847_at	DLEU2	Hs.547964
8848_at	TSC22D1	Hs.507916
885_at	CCK	Hs.458426
8850_at	KAT2B	Hs.533055
8851_at	CDK5R1	Hs.500015
8852_at	AKAP4	Hs.97633
8853_at	ASAP2	Hs.555902
8854_at	ALDH1A2	Hs.643455
8856_at	NR1I2	Hs.7303
8857_at	FCGBP	Hs.111732
8858_at	PROZ	Hs.1011
8859_at	STK19	Hs.654371
886_at	CCKAR	Hs.129
8861_at	LDB1	Hs.454418
8862_at	APLN	Hs.303084
8863_at	PER3	Hs.162200
8864_at	PER2	Hs.58756
8867_at	SYNJ1	Hs.473632
8869_at	ST3GAL5	Hs.415117
887_at	CCKBR	Hs.203
8870_at	IER3	Hs.591785
8871_at	SYNJ2	Hs.434494
8872_at	CDC123	Hs.412842; Hs.703246
8874_at	ARHGEF7	Hs.508738
88745_at	C6orf153	Hs.309231
8875_at	VNN2	Hs.293130
8876_at	VNN1	Hs.12114
8877_at	SPHK1	Hs.68061
8878_at	SQSTM1	Hs.437277
8879_at	SGPL1	Hs.499984
8880_at	FUBP1	Hs.567380
8881_at	CDC16	Hs.374127
8882_at	ZNF259	Hs.7165
8883_at	NAE1	Hs.460978
8884_at	SLC5A6	Hs.435735
8886_at	DDX18	Hs.363492
8887_at	TAX1BP1	Hs.34576
8888_at	MCM3AP	Hs.389037
889_at	KRIT1	Hs.531987
8890_at	EIF2B4	Hs.169474
8891_at	EIF2B3	Hs.533549
8892_at	EIF2B2	Hs.409137
8893_at	EIF2B5	Hs.283551
8894_at	EIF2S2	Hs.429180
8895_at	CPNE3	Hs.191219
8896_at	BUD31	Hs.380233
8897_at	MTMR3	Hs.474536
8898_at	MTMR2	Hs.181326
8899_at	PRPF4B	Hs.159014
89_at	ACTN3	Hs.654432
890_at	CCNA2	Hs.58974
8900_at	CCNA1	Hs.417050
8904_at	CPNE1	Hs.246413
8905_at	AP1S2	Hs.653504; Hs.656471
8906_at	AP1G2	Hs.343244
8907_at	AP1M1	Hs.71040
8908_at	GYG2	Hs.567381; Hs.701629
8909_at	P11	Hs.997
891_at	CCNB1	Hs.23960
8910_at	SGCE	Hs.371199
8911_at	CACNA1I	Hs.125116
8912_at	CACNA1H	Hs.459642
89122_at	TRIM4	Hs.50749
8913_at	CACNA1G	Hs.591169
8914_at	TIMELESS	Hs.118631
8915_at	BCL10	Hs.193516
8916_at	HERC3	Hs.35804
892_at	CCNC	Hs.430646; Hs.633351
8924_at	HERC2	Hs.434890; Hs.610412
8925_at	HERC1	Hs.210385
8927_at	BSN	Hs.194684
8928_at	FOXH1	Hs.708365
8929_at	PHOX2B	Hs.87202
8930_at	MBD4	Hs.35947
8932_at	MBD2	Hs.25674
8933_at	FAM127A	Hs.522789
8934_at	RAB7L1	Hs.115325
8935_at	SKAP2	Hs.200770; Hs.644804
8936_at	WASF1	Hs.75850
8938_at	BAIAP3	Hs.458427
8939_at	FUBP3	Hs.673029; Hs.98751
894_at	CCND2	Hs.376071
8940_at	TOP3B	Hs.436401
8941_at	CDK5R2	Hs.158460
8942_at	KYNU	Hs.470126
8943_at	AP3D1	Hs.512815
8945_at	BTRC	Hs.643802
896_at	CCND3	Hs.534307
8968_at	HIST1H3F	Hs.247814
8969_at	HIST1H2AG	Hs.51011
8971_at	H1FX	Hs.75307
8972_at	MGAM	Hs.122785
8973_at	CHRNA6	Hs.103128
8974_at	P4HA2	Hs.519568
8975_at	USP13	Hs.175322
8976_at	WASL	Hs.143728; Hs.708402
89765_at	RSPH1	Hs.661069
89766_at	UMODL1	Hs.242520
89777_at	SERPINB12	Hs.348541
89778_at	SERPINB11	Hs.350958
89781_at	HPS4	Hs.474436
89782_at	LMLN	Hs.518540
89790_at	SIGLEC10	Hs.284813; Hs.626485
89792_at	GAL3ST3	Hs.208343
89795_at	NAV3	Hs.655301
89796_at	NAV1	Hs.585374
89797_at	NAV2	Hs.502116; Hs.551898; Hs.639427; Hs.639428
898_at	CCNE1	Hs.244723
89801_at	PPP1R3F	Hs.433652
89822_at	KCNK17	Hs.162282
89845_at	ABCC10	Hs.55879
89846_at	FGD3	Hs.411081
89848_at	FCHSD1	Hs.591257
89849_at	ATG16L2	Hs.653186
8985_at	PLOD3	Hs.153357
89853_at	FAM125B	Hs.162659
89857_at	KLHL6	Hs.659147
8986_at	RPS6KA4	Hs.105584
89866_at	SEC16B	Hs.709633
89869_at	PLCZ1	Hs.97542
8987_at	STBD1	Hs.109590
89870_at	TRIM15	Hs.591789; Hs.606488
89872_at	AQP10	Hs.259048
89874_at	SLC25A21	Hs.651384; Hs.693866
89876_at	C3orf15	Hs.341906
8988_at	HSPB3	Hs.41707
89882_at	TPD52L3	Hs.351815
89883_at	OR6W1P	Hs.339818
89884_at	LHX4	Hs.658487
89885_at	FATE1	Hs.301960
89886_at	SLAMF9	Hs.661712
89887_at	ZNF628	Hs.525209
8989_at	TRPA1	Hs.716816
89890_at	KBTBD6	Hs.534040
89891_at	WDR34	Hs.495240
89894_at	TMEM116	Hs.506815
899_at	CCNF	Hs.1973
8991_at	SELENBP1	Hs.632460
89910_at	UBE3B	Hs.374067
8992_at	ATP6V0E1	Hs.484188
89927_at	C16orf45	Hs.401798
8993_at	PGLYRP1	Hs.137583
89932_at	PAPLN	Hs.655583
8994_at	LIMD1	Hs.193370; Hs.621057
89941_at	RHOT2	Hs.513242
89944_at	GLB1L2	Hs.436178
8995_at	TNFSF18	Hs.248197
89953_at	KLC4	Hs.655123
89958_at	C9orf140	Hs.19322
8996_at	NOL3	Hs.513667
8997_at	KALRN	Hs.8004
89970_at	RSPRY1	Hs.460885
89978_at	ATPBD4	Hs.107196
8999_at	CDKL2	Hs.591698
9_at	NAT1	Hs.591847
90_at	ACVR1	Hs.470316
900_at	CCNG1	Hs.79101
90007_at	MIDN	Hs.465529
9001_at	HAP1	Hs.158300
90019_at	SYT8	Hs.161031
90024_at	FLJ20021	Hs.534513
90025_at	UBE2CBP	Hs.148609
90050_at	FAM181A	Hs.525550
90060_at	CCDC120	Hs.522643
90070_at	LACRT	Hs.307096
90075_at	ZNF30	Hs.657402
901_at	CCNG2	Hs.13291
90102_at	PHLDB2	Hs.477114; Hs.655022; Hs.679140
90113_at	VWA5B2	Hs.584997
90120_at	C9orf69	Hs.287411
90121_at	TSR2	Hs.522662
9013_at	TAF1C	Hs.153022
90134_at	KCNH7	Hs.657413
90135_at	BTBD6	Hs.7367
90139_at	TSPAN18	Hs.385634; Hs.638940
9014_at	TAF1B	Hs.584833
90141_at	C14orf143	Hs.123232
9015_at	TAF1A	Hs.153088
9016_at	SLC25A14	Hs.194686
90161_at	HS6ST2	Hs.385956
90167_at	FRMD7	Hs.170776
90187_at	EMILIN3	Hs.25897
9019_at	MPZL1	Hs.493919; Hs.603116
90196_at	SYS1	Hs.655055
90199_at	WFDC8	Hs.116128
902_at	CCNH	Hs.292524
9020_at	MAP3K14	Hs.404183
90203_at	SNX21	Hs.472854
90204_at	ZSWIM1	Hs.517075
9021_at	SOCS3	Hs.527973
9022_at	CLIC3	Hs.64746
90226_at	UCN2	Hs.631914
9023_at	CH25H	Hs.47357
90233_at	ZNF551	Hs.109540
9024_at	BRSK2	Hs.170819
90249_at	UNC5A	Hs.33191
9025_at	RNF8	Hs.485278
9026_at	HIP1R	Hs.524815; Hs.714965
90268_at	FAM105B	Hs.406335
9027_at	NAT8	Hs.14637
90273_at	CEACAM21	Hs.655885
9028_at	RHBDL1	Hs.137572
90288_at	C3orf25	Hs.652347
