ID	ORF	UniGeneHsID	GSM597452	GSM597453	GSM597454	GSM597469	GSM597470	
Label			P	P	P	NP	NP	
287015_at	TRIM42	Hs.343487	4.6	4.5	5.1	5.1	4.2	
2870_at	GRK6	Hs.235116	66.3	70.2	69.4	75.9	97.8	
28714_at	TRAJ41	NA	24.2	15.3	12.8	20.9	20.9	
28727_at	TRAJ28	NA	60.4	52.7	81.7	82.1	57.6	
2872_at	MKNK2	Hs.515032	2288.3	2922.5	2489.6	2882.0	3139.0	
2873_at	GPS1	Hs.268530	455.0	508.4	535.1	527.9	496.2	
2874_at	GPS2	Hs.438219	1008.7	1333.1	1216.9	1228.3	1219.7	
28755_at	TRAC	Hs.74647	466.1	366.2	408.9	196.5	421.5	
2875_at	GPT	Hs.103502	112.4	131.0	129.3	151.3	161.1	
28773_at	IGLV9-49	NA	6.3	5.1	5.3	5.1	5.7	
28776_at	IGLV7-43	NA	9.5	10.2	9.4	9.9	9.7	
28778_at	IGLV6-57	Hs.535668	18.4	22.0	27.4	14.5	16.1	
2877_at	GPX2	Hs.2704	7.4	7.8	6.3	7.8	8.7	
28781_at	IGLV5-45	NA	4.5	4.7	5.6	5.8	4.9	
28785_at	IGLV4-60	NA	10.7	13.0	13.7	14.0	14.6	
28786_at	IGLV4-3	Hs.449585	29.4	29.8	33.1	36.4	29.9	
2878_at	GPX3	Hs.386793; Hs.719149	1359.3	1380.3	1003.8	1593.0	1556.2	
28793_at	IGLV3-25	Hs.449585	13.0	17.7	15.7	24.6	17.5	
28797_at	IGLV3-19	Hs.449585	37.9	38.4	34.6	34.0	28.9	
2879_at	GPX4	Hs.433951	3266.1	2921.8	2305.8	4401.2	4362.3	
287_at	ANK2	Hs.620557	184.3	206.8	176.9	206.6	178.7	
28803_at	IGLV3-10	NA	15.4	9.2	10.2	8.9	8.1	
28809_at	IGLV3-1	NA	35.3	51.4	43.0	99.6	48.6	
2880_at	GPX5	Hs.248129	5.9	5.5	6.3	6.1	5.6	
28815_at	IGLV2-14	Hs.449585	175.4	22.2	31.0	18.7	22.5	
28820_at	IGLV1-51	NA	24.6	34.0	14.8	25.2	17.8	
28825_at	IGLV1-40	NA	224.6	42.8	79.7	54.1	46.1	
2882_at	GPX7	Hs.43728	579.1	700.0	374.5	518.1	357.6	
2885_at	GRB2	Hs.444356; Hs.708119	832.7	762.8	622.9	774.0	776.9	
2886_at	GRB7	Hs.86859	23.4	20.7	19.3	25.9	18.6	
2887_at	GRB10	Hs.164060	498.7	588.7	521.3	621.8	589.1	
2888_at	GRB14	Hs.411881	899.8	1216.9	1361.6	922.1	801.4	
2889_at	RAPGEF1	Hs.127897	476.7	500.8	272.4	428.6	390.4	
288_at	ANK3	Hs.499725	395.9	552.9	619.4	234.6	437.0	
28904_at	IGKV1D-8	Hs.574701	5.2	5.8	5.8	4.7	6.1	
28908_at	IGKV4-1	NA	134.7	46.0	81.4	74.0	115.1	
2890_at	GRIA1	Hs.519693	8.7	7.3	13.1	9.7	11.2	
2891_at	GRIA2	Hs.32763	14.9	30.0	86.5	15.4	29.4	
2892_at	GRIA3	Hs.377070	21.5	14.2	16.5	29.5	16.7	
28931_at	IGKV1-37	NA	4.1	4.3	4.2	3.5	3.9	
2893_at	GRIA4	Hs.503743	5.4	6.9	7.5	5.6	6.4	
2894_at	GRID1	Hs.530653	66.7	86.1	103.8	78.7	52.0	
28951_at	TRIB2	Hs.467751	598.0	672.3	691.2	431.3	510.2	
28952_at	CCDC22	Hs.247700; Hs.26333	220.1	282.9	263.8	228.1	240.6	
28954_at	REM1	Hs.247729	98.7	98.8	110.1	93.1	102.6	
28955_at	DEXI	Hs.592051; Hs.659355	1218.3	1268.5	791.5	1007.8	977.0	
28956_at	ROBLD3	Hs.632483	1474.2	1439.1	1044.9	1273.2	1412.0	
28957_at	MRPS28	Hs.521124	979.7	960.6	924.8	770.9	918.9	
28958_at	CCDC56	Hs.16059	1370.3	1591.4	1278.8	1548.9	1491.7	
28959_at	TMEM176B	Hs.647090; Hs.709505	1205.1	1268.4	864.2	465.3	819.8	
2895_at	GRID2	Hs.480281	7.2	7.6	7.6	14.3	7.4	
28960_at	DCPS	Hs.504249	637.4	547.8	334.7	380.8	453.4	
28962_at	OSTM1	Hs.226780; Hs.706947; Hs.719130	170.3	174.6	207.0	252.1	207.4	
28964_at	GIT1	Hs.514051	1314.2	1563.3	1050.5	998.9	1269.0	
28965_at	SLC27A6	Hs.49765	246.1	343.7	353.4	40.8	96.4	
28966_at	SNX24	Hs.483200	452.0	492.2	564.3	366.1	476.1	
28968_at	SLC6A16	Hs.130949	92.0	136.9	155.4	126.0	162.7	
28969_at	BZW2	Hs.487635	2514.1	2391.9	2553.9	2570.3	2621.5	
2896_at	GRN	Hs.514220	754.8	735.1	507.7	774.0	576.0	
28970_at	C11orf54	Hs.8360	475.6	472.9	623.8	586.9	680.4	
28971_at	C11orf67	Hs.503357	1321.8	1587.8	1017.4	1302.0	1012.9	
28972_at	SPCS1	Hs.11125	3785.4	3343.9	3272.0	3489.6	3499.5	
28973_at	MRPS18B	Hs.655329	1359.9	1373.9	1142.0	1140.4	1185.2	
28974_at	C19orf53	Hs.231616	3209.4	3530.5	2343.7	2434.0	2475.5	
28976_at	ACAD9	Hs.567482	688.3	880.9	651.1	669.1	746.7	
28977_at	MRPL42	Hs.199579	528.2	490.3	371.3	497.2	432.9	
28978_at	TMEM14A	Hs.94896	1264.4	1188.4	1680.1	1400.6	1514.2	
2897_at	GRIK1	Hs.706747	16.4	16.7	19.5	14.3	17.9	
28981_at	IFT81	Hs.528382	42.1	38.4	52.3	44.2	46.0	
28984_at	C13orf15	Hs.507866	1001.2	1805.2	2785.0	2510.8	2463.2	
28985_at	MCTS1	Hs.102696; Hs.670803	924.1	1021.7	755.0	1069.4	1003.8	
28986_at	MAGEH1	Hs.279819	1778.6	1697.0	1984.0	1352.5	1718.2	
28987_at	NOB1	Hs.271695; Hs.606475	762.0	694.2	562.4	599.7	637.5	
28988_at	DBNL	Hs.436500	388.1	372.0	362.1	470.2	404.5	
28989_at	METTL11A	Hs.522433	319.6	371.3	238.2	274.4	247.2	
2898_at	GRIK2	Hs.98262	5.2	3.8	4.1	4.2	3.7	
28990_at	ASTE1	Hs.100878	239.3	247.7	195.3	208.1	165.7	
28991_at	COMMD5	Hs.631856	497.4	534.1	391.0	343.8	420.9	
28992_at	MACROD1	Hs.602898	178.3	176.2	170.6	178.0	170.5	
28996_at	HIPK2	Hs.397465; Hs.632033	38.0	59.9	47.7	67.3	56.2	
28998_at	MRPL13	Hs.333823	1043.4	826.6	1000.8	943.1	1025.7	
28999_at	KLF15	Hs.272215	26.4	42.1	40.0	49.2	40.2	
2899_at	GRIK3	Hs.128848	5.4	5.8	5.8	5.4	5.5	
28_at	ABO	Hs.654423	46.8	52.3	77.2	44.6	52.4	
2900_at	GRIK4	Hs.568901	14.9	14.2	14.7	14.7	17.3	
29015_at	SLC43A3	Hs.99962	712.3	716.5	490.0	521.6	428.5	
2901_at	GRIK5	Hs.367799	24.6	35.5	32.1	31.5	30.2	
29023_at	NA	NA	17.1	29.1	14.7	27.1	20.6	
29028_at	ATAD2	Hs.370834	34.4	34.1	53.1	51.2	45.6	
2902_at	GRIN1	Hs.558334	16.7	19.2	19.4	17.4	19.4	
29034_at	LOC29034	Hs.658398	5.0	5.3	6.2	5.6	5.9	
29035_at	C16orf72	Hs.221497	556.6	565.4	525.3	555.1	582.1	
2903_at	GRIN2A	Hs.411472	12.9	12.1	14.8	15.6	17.0	
2904_at	GRIN2B	Hs.654430	8.9	9.7	6.8	6.1	7.1	
29058_at	C20orf30	Hs.719105	3317.6	3011.7	3398.6	3849.3	3566.6	
2905_at	GRIN2C	Hs.436980	19.5	36.0	40.1	20.9	45.1	
29062_at	WDR91	Hs.459858	145.5	131.6	244.4	206.0	193.5	
29063_at	ZCCHC4	Hs.278945	57.3	59.5	57.8	46.3	46.4	
29065_at	DDEF1IT1	Hs.639318	21.1	20.3	29.0	32.3	39.6	
29066_at	ZC3H7A	Hs.371856	396.7	351.0	403.0	403.3	331.7	
2906_at	GRIN2D	Hs.445015	27.5	30.2	22.2	36.0	28.1	
29070_at	CCDC113	Hs.11614	337.7	291.7	206.7	384.7	366.9	
29071_at	C1GALT1C1	Hs.643920	1003.0	889.8	677.8	876.9	637.2	
29072_at	SETD2	Hs.517941	353.3	329.7	392.0	373.0	433.0	
29074_at	MRPL18	Hs.416998	1906.1	1905.4	1639.9	1626.0	1573.5	
29075_at	HSPC072	Hs.584899	34.5	35.6	28.9	38.8	24.9	
29078_at	NDUFAF4	Hs.512144; Hs.591333	644.0	626.7	534.6	688.0	580.0	
29079_at	MED4	Hs.181112	424.2	362.8	567.4	402.6	470.5	
2907_at	GRINA	Hs.594634	370.1	319.3	268.9	463.5	374.0	
29080_at	CCDC59	Hs.582627	687.4	701.8	802.3	714.0	584.9	
29081_at	METTL5	Hs.470553	1611.1	1681.8	1231.2	1516.7	1790.3	
29082_at	CHMP4A	Hs.279761	1381.2	1539.5	1455.6	1263.8	1532.4	
29083_at	GTPBP8	Hs.127496	375.2	318.2	337.6	305.0	306.9	
29085_at	PHPT1	Hs.409834	2622.7	2879.3	2490.4	2092.7	2083.8	
29086_at	C19orf62	Hs.190722	1037.2	1041.1	955.7	1060.1	1111.8	
29087_at	THYN1	Hs.13645	1297.7	1394.8	1613.8	1283.6	1424.9	
29088_at	MRPL15	Hs.18349	1420.9	1291.7	1109.2	1244.1	1171.1	
29089_at	UBE2T	Hs.5199	58.8	28.5	24.8	61.8	62.2	
2908_at	NR3C1	Hs.122926	1677.9	1657.6	1740.1	1534.5	1426.5	
29090_at	C18orf55	Hs.532835	833.7	995.6	744.0	788.3	889.7	
29091_at	STXBP6	Hs.508958	428.8	453.7	541.5	337.0	200.3	
29093_at	MRPL22	Hs.483924	2379.8	2509.5	2003.6	2038.0	2115.8	
29094_at	HSPC159	Hs.372208	981.7	850.6	895.5	812.1	790.5	
29095_at	ORMDL2	Hs.534450; Hs.709320	837.5	1046.6	613.8	608.5	746.0	
29097_at	CNIH4	Hs.195403; Hs.445890	1732.7	1402.5	1606.2	1596.9	1748.1	
29098_at	RANGRF	Hs.408233	508.3	557.5	458.6	455.2	507.5	
29099_at	COMMD9	Hs.279836	1810.7	1684.8	1609.4	1746.4	1594.3	
2909_at	GRLF1	Hs.509447	117.9	119.2	102.8	110.9	116.4	
290_at	ANPEP	Hs.1239	842.0	609.4	883.4	774.0	498.8	
29100_at	TMEM208	Hs.433203	647.0	691.0	511.6	521.9	499.1	
29101_at	SSU72	Hs.30026; Hs.657061	1756.7	1885.8	1595.0	2017.9	2001.0	
29102_at	RNASEN	Hs.97997	1870.3	2365.1	2306.7	2097.1	2118.4	
29103_at	DNAJC15	Hs.438830	1307.4	1348.6	1248.0	1317.1	1643.3	
29104_at	N6AMT1	Hs.163846	78.7	58.7	81.3	74.5	72.5	
29105_at	C16orf80	Hs.532755	1404.5	1442.8	1118.2	987.8	1075.0	
29106_at	SCG3	Hs.232618	30.2	6.4	32.0	12.6	9.9	
29107_at	NXT1	Hs.516933	729.7	438.7	596.1	516.5	512.4	
29108_at	PYCARD	Hs.499094	763.5	656.7	323.9	512.7	375.2	
29109_at	FHOD1	Hs.95231	416.2	341.3	472.4	501.3	457.6	
29110_at	TBK1	Hs.505874; Hs.607889	978.5	710.3	948.9	923.3	807.7	
29113_at	C6orf15	Hs.272214	11.0	11.7	11.8	9.9	11.3	
29114_at	TAGLN3	Hs.169330	24.9	27.8	30.1	25.2	26.2	
29115_at	SAP30BP	Hs.655088	655.9	862.6	905.7	783.9	828.8	
29116_at	MYLIP	Hs.484738	200.2	199.8	168.9	246.9	191.1	
29117_at	BRD7	Hs.437894	1011.6	925.2	772.0	1013.1	1030.5	
29118_at	DDX25	Hs.420263	24.1	47.4	133.6	30.3	43.1	
29119_at	CTNNA3	Hs.652155; Hs.660362; Hs.692943; Hs.715839	23.0	22.3	26.9	27.4	31.5	
2911_at	GRM1	Hs.32945	15.4	20.9	29.5	15.0	14.6	
29121_at	CLEC2D	Hs.268326	97.6	134.3	192.0	93.8	123.0	
29122_at	TSP50	Hs.120365	9.9	15.2	20.5	12.5	12.7	
29123_at	ANKRD11	Hs.335003	251.5	238.6	268.3	233.2	263.3	
29124_at	LGALS13	Hs.23671	5.6	4.4	4.5	4.5	5.0	
29125_at	C11orf21	Hs.559181	27.9	21.3	18.1	9.2	30.9	
29126_at	CD274	Hs.521989	19.1	29.4	23.9	29.6	26.3	
29127_at	RACGAP1	Hs.505469	749.4	691.0	1015.2	842.4	937.8	
2912_at	GRM2	Hs.121510	24.5	35.0	56.7	36.4	36.8	
2913_at	GRM3	Hs.590575	17.4	25.3	23.6	88.8	20.5	
2914_at	GRM4	Hs.654847	16.1	18.0	16.0	17.4	17.9	
2915_at	GRM5	Hs.147361; Hs.680431; Hs.719168	19.7	23.6	12.5	27.4	13.9	
2916_at	GRM6	Hs.248131	5.6	5.7	5.7	9.2	7.6	
2917_at	GRM7	Hs.606393; Hs.660131	9.7	7.3	9.5	11.2	8.9	
2918_at	GRM8	Hs.449625	6.1	6.0	5.5	6.9	5.6	
2919_at	CXCL1	Hs.789	24.9	28.4	16.8	34.9	17.7	
291_at	SLC25A4	Hs.246506	1455.9	1363.3	1268.1	1006.7	1140.8	
2920_at	CXCL2	Hs.75765	174.8	158.8	161.9	126.9	77.4	
2921_at	CXCL3	Hs.89690	57.9	50.7	44.7	39.2	30.8	
2922_at	GRP	Hs.153444	10.8	10.6	12.1	19.3	12.0	
2923_at	PDIA3	Hs.591095	947.3	820.7	587.3	715.3	637.0	
2925_at	GRPR	Hs.567282	8.0	9.1	9.1	10.7	8.7	
2926_at	GRSF1	Hs.309763	708.1	801.3	670.8	739.2	806.9	
2928_at	GSC2	Hs.534318	5.5	5.0	4.6	6.5	6.3	
292_at	SLC25A5	Hs.632282	7848.7	7132.3	6493.1	7549.6	7233.6	
2931_at	GSK3A	Hs.466828	160.8	183.9	171.6	179.9	176.1	
2932_at	GSK3B	Hs.445733; Hs.593022	309.8	307.9	250.3	331.3	248.9	
2934_at	GSN	Hs.522373	257.5	197.4	117.6	230.4	166.3	
2935_at	GSPT1	Hs.528780	532.2	650.9	596.5	757.9	771.2	
2936_at	GSR	Hs.271510	129.0	98.9	79.6	83.3	95.6	
2937_at	GSS	Hs.82327	696.4	750.1	867.4	934.2	822.8	
2938_at	GSTA1	Hs.446309	21.3	12.8	22.6	24.5	13.8	
2940_at	GSTA3	Hs.102484	4.2	8.6	4.8	5.7	4.6	
2941_at	GSTA4	Hs.485557	1296.8	1629.0	1563.9	1339.1	1123.9	
2947_at	GSTM3	Hs.2006	1054.2	1801.8	1612.2	1012.0	694.6	
2948_at	GSTM4	Hs.348387	225.0	336.8	219.7	211.4	174.2	
2949_at	GSTM5	Hs.75652	595.4	1334.6	766.5	579.4	361.5	
2950_at	GSTP1	Hs.523836	6032.7	7214.0	5096.7	5346.4	4854.1	
2952_at	GSTT1	Hs.268573; Hs.678440	910.4	5.6	829.1	960.6	1595.7	
2954_at	GSTZ1	Hs.655292	637.6	903.5	733.6	701.5	578.4	
2956_at	MSH6	Hs.445052	155.1	190.2	167.1	126.7	137.7	
2957_at	GTF2A1	Hs.592334; Hs.593630	71.4	69.6	60.6	82.8	83.1	
2958_at	GTF2A2	Hs.512934	1875.7	1889.1	1482.8	1604.4	1913.8	
2959_at	GTF2B	Hs.481852	1601.4	1290.1	1300.5	1164.8	1042.6	
2960_at	GTF2E1	Hs.445272	395.0	311.1	273.6	296.5	420.6	
2961_at	GTF2E2	Hs.77100	603.4	624.0	427.2	659.4	638.0	
2962_at	GTF2F1	Hs.68257	191.6	200.9	176.1	182.3	173.6	
2963_at	GTF2F2	Hs.654582	519.9	503.1	529.3	368.0	371.6	
2965_at	GTF2H1	Hs.577202	713.9	806.1	921.3	742.0	903.1	
2968_at	GTF2H4	Hs.485070	247.2	302.3	953.7	366.4	327.2	
2969_at	GTF2I	Hs.647041	28.2	39.5	16.8	36.6	33.3	
2971_at	GTF3A	Hs.445977	3533.3	3334.9	3162.4	3635.7	3818.2	
2972_at	BRF1	Hs.424484	20.7	24.2	28.6	28.2	26.0	
2974_at	GUCY1B2	Hs.411573	19.1	22.4	33.4	22.2	20.0	
2975_at	GTF3C1	Hs.371718	314.6	277.0	434.0	377.2	353.2	
29760_at	BLNK	Hs.665244	300.9	234.5	517.0	172.5	298.4	
29761_at	USP25	Hs.473370	489.2	623.9	680.5	567.0	453.7	
29763_at	PACSIN3	Hs.334639	182.0	263.2	251.1	140.3	183.0	
29765_at	TMOD4	Hs.709681	31.6	34.8	32.6	36.1	37.3	
29766_at	TMOD3	Hs.4998	192.2	199.9	136.2	167.8	142.0	
29767_at	TMOD2	Hs.513734; Hs.659839	54.4	56.3	55.8	27.4	40.7	
2976_at	GTF3C2	Hs.75782	509.6	495.0	594.1	527.4	475.6	
29774_at	POM121L9P	Hs.534980	66.8	73.7	222.8	174.4	153.8	
29775_at	CARD10	Hs.57973	96.8	121.5	117.6	100.6	155.0	
29777_at	ABT1	Hs.254406	353.0	295.9	230.8	267.1	260.2	
2977_at	GUCY1A2	Hs.654555	82.3	64.3	24.6	40.1	36.0	
29780_at	PARVB	Hs.475074	286.2	325.8	230.8	290.5	279.8	
29781_at	NCAPH2	Hs.180903	162.4	171.9	205.3	153.9	185.3	
29785_at	CYP2S1	Hs.98370	27.0	32.7	32.0	39.3	34.9	
29789_at	OLA1	Hs.157351	154.7	67.6	97.7	109.7	54.3	
2978_at	GUCA1A	Hs.92858	5.8	6.2	6.9	6.1	6.5	
29796_at	UCRC	Hs.284292	270.1	287.5	255.5	277.4	299.6	
29799_at	YPEL1	Hs.517436	51.3	65.2	59.3	49.2	58.5	
2979_at	GUCA1B	Hs.446529	35.7	40.6	53.5	46.9	44.8	
29800_at	ZDHHC1	Hs.624541; Hs.658333	45.4	64.5	84.3	86.8	88.2	
29802_at	VPREB3	Hs.136713	12.9	13.0	24.5	12.9	21.2	
29803_at	REPIN1	Hs.647086	39.2	39.4	35.4	39.2	50.2	
2980_at	GUCA2A	Hs.778	10.1	12.0	13.6	14.3	14.0	
2981_at	GUCA2B	Hs.32966	6.9	6.5	8.6	6.6	6.2	
2982_at	GUCY1A3	Hs.24258	1299.5	946.0	672.2	696.2	1020.8	
2983_at	GUCY1B3	Hs.77890	82.8	77.2	183.4	60.1	83.4	
29841_at	GRHL1	Hs.418493	22.4	20.3	25.5	30.2	34.1	
29842_at	TFCP2L1	Hs.156471	21.4	11.6	10.3	29.7	9.9	
29843_at	SENP1	Hs.719362	135.7	128.0	133.8	101.3	116.1	
29844_at	TFPT	Hs.590939	358.7	312.1	283.4	283.0	312.8	
2984_at	GUCY2C	Hs.524278	8.8	11.6	9.5	7.8	19.9	
29850_at	TRPM5	Hs.272287	12.6	20.7	20.4	16.6	15.8	
29851_at	ICOS	Hs.56247	46.9	22.2	23.3	16.5	42.0	
29855_at	UBN1	Hs.440219	974.3	957.1	738.4	846.7	1058.5	
2986_at	GUCY2F	Hs.123074	11.7	12.2	10.5	10.3	10.8	
2987_at	GUK1	Hs.376933	2642.5	2900.8	2254.5	2569.5	2723.2	
29880_at	ALG5	Hs.507769	1700.9	1526.0	1918.8	1358.8	1436.8	
29881_at	NPC1L1	Hs.567486	14.8	14.9	24.0	23.6	25.9	
29882_at	ANAPC2	Hs.533262	67.2	87.9	121.9	104.5	113.7	
29883_at	CNOT7	Hs.645009; Hs.719129	89.0	94.7	76.6	75.4	91.3	
29886_at	SNX8	Hs.584900	418.4	311.9	188.0	422.6	322.7	
29887_at	SNX10	Hs.719227	743.0	377.0	470.0	2111.8	888.4	
29888_at	STRN4	Hs.631590	176.6	167.3	172.7	193.2	177.0	
29889_at	GNL2	Hs.75528	1928.6	2081.2	1415.8	1662.1	1910.5	
29890_at	RBM15B	Hs.118738	512.0	454.1	493.1	507.5	478.9	
29893_at	PSMC3IP	Hs.383019	1922.3	2225.7	1821.9	2128.2	2175.7	
29894_at	CPSF1	Hs.493202	265.4	324.5	414.1	391.4	280.1	
29895_at	MYLPF	Hs.50889	47.8	68.6	57.6	62.7	43.1	
29896_at	TRA2A	Hs.445652	1881.3	1667.3	2499.5	2260.7	2311.2	
29899_at	GPSM2	Hs.584901	631.5	664.1	775.0	627.7	491.8	
29901_at	SAC3D1	Hs.23642	396.9	322.3	358.3	413.6	562.3	
29902_at	C12orf24	Hs.436618	227.1	209.4	176.9	131.9	202.8	
29903_at	CCDC106	Hs.82482	55.2	69.4	82.4	61.9	74.0	
29904_at	EEF2K	Hs.498892	971.3	1095.9	1075.3	1122.5	1068.7	
29906_at	ST8SIA5	Hs.465025	15.2	14.8	15.1	25.7	29.0	
29907_at	SNX15	Hs.80132	1765.7	1964.3	2064.9	1631.5	2063.5	
29909_at	GPR171	Hs.549152	163.7	113.3	102.1	74.4	90.8	
2990_at	GUSB	Hs.255230	4157.2	4456.9	3971.8	4315.3	3651.4	
29911_at	HOOK2	Hs.30792	163.2	140.5	244.5	669.3	605.0	
29914_at	UBIAD1	Hs.522933	154.9	162.0	137.7	186.6	153.9	
29915_at	HCFC2	Hs.506558	283.7	379.1	465.1	446.8	397.9	
29916_at	SNX11	Hs.15827	1350.9	1423.0	994.4	987.6	1216.4	
29919_at	C18orf8	Hs.464779	564.5	546.9	694.0	597.6	576.9	
29920_at	PYCR2	Hs.654718	297.9	297.0	292.8	294.1	311.8	
29922_at	NME7	Hs.706952	717.2	687.5	555.6	490.9	497.1	
29923_at	C7orf68	Hs.710088	1438.1	681.1	699.9	864.5	1179.7	
29924_at	EPN1	Hs.279953	126.5	146.5	121.9	130.7	136.9	
29925_at	GMPPB	Hs.567488	170.3	168.7	176.4	227.8	184.3	
29926_at	GMPPA	Hs.27059	868.9	967.9	863.6	950.4	864.1	
29927_at	SEC61A1	Hs.518236	1307.5	1128.9	930.6	1112.4	954.1	
29928_at	TIMM22	Hs.719296	460.6	581.0	516.5	449.6	463.6	
29929_at	ALG6	Hs.258501	424.1	470.5	616.9	482.4	517.9	
2992_at	GYG1	Hs.477892	1120.7	1248.6	1156.2	1192.0	1106.4	
29930_at	PCDHB1	Hs.278950	4.7	5.6	6.4	5.3	5.6	
29933_at	GPR132	Hs.532504	13.6	13.9	15.9	15.9	12.9	
29934_at	SNX12	Hs.260750	32.4	35.0	28.9	28.1	36.6	
29935_at	RPA4	Hs.659349	10.8	11.1	21.3	23.3	16.7	
29937_at	NENF	Hs.461787	1028.0	1139.8	934.7	981.5	894.4	
2993_at	GYPA	Hs.434973	6.8	8.6	8.5	9.1	8.8	
29940_at	DSE	Hs.486292	1192.5	1059.8	1052.7	1378.1	929.4	
29941_at	PKN3	Hs.300485	250.5	274.8	232.7	359.5	399.9	
29942_at	PURG	Hs.373778	28.9	32.4	36.6	30.7	42.1	
29943_at	PADI1	Hs.412941	14.5	18.1	21.0	18.3	18.0	
29944_at	PNMA3	Hs.449627	19.4	20.4	22.0	20.8	23.4	
29945_at	ANAPC4	Hs.152173	2172.4	2593.5	3297.6	2645.1	2661.6	
29946_at	SERTAD3	Hs.515412	166.8	101.2	194.6	168.8	109.1	
29947_at	DNMT3L	Hs.592165	12.7	14.2	15.9	10.8	15.6	
29948_at	OSGIN1	Hs.128055	136.3	117.2	142.9	192.1	115.3	
29949_at	IL19	Hs.661017	12.3	11.4	10.6	11.3	13.4	
2994_at	GYPB	Hs.654368	6.5	8.7	7.0	5.6	9.9	
29950_at	SERTAD1	Hs.269898	740.3	943.8	627.8	495.0	592.4	
29951_at	PDZRN4	Hs.380044	1477.1	1857.3	1765.2	1045.8	889.7	
29952_at	DPP7	Hs.37916	877.9	901.7	807.0	1010.3	830.1	
29953_at	TRHDE	Hs.199814	13.6	13.6	13.8	41.3	47.0	
29954_at	POMT2	Hs.132989	102.3	154.8	161.3	174.6	151.7	
29956_at	LASS2	Hs.713103	931.8	889.0	1044.6	687.0	821.3	
29957_at	SLC25A24	Hs.656870	1074.2	955.4	1442.8	1411.5	1341.4	
29958_at	DMGDH	Hs.655653	44.2	26.4	38.8	33.6	33.0	
29959_at	NRBP1	Hs.515876	612.2	672.3	492.7	615.7	586.4	
2995_at	GYPC	Hs.59138	1436.6	1674.4	1271.0	1729.6	1727.4	
29960_at	FTSJ2	Hs.279877	744.9	713.5	597.6	643.7	709.3	
29964_at	PRICKLE4	Hs.715653	3561.8	3635.1	3479.1	3373.8	3587.7	
29965_at	C16orf5	Hs.654653	644.5	674.0	598.7	419.3	388.5	
29966_at	STRN3	Hs.21016; Hs.401843	66.0	57.0	78.4	77.4	76.7	
29967_at	LRP12	Hs.600630	11.1	13.3	13.1	11.2	14.2	
29968_at	PSAT1	Hs.494261; Hs.592595	97.2	61.6	62.4	37.5	72.5	
29969_at	MDFIC	Hs.427236	466.4	347.9	491.9	489.5	503.5	
2996_at	GYPE	Hs.654368; Hs.709199	16.9	23.4	17.8	25.9	25.9	
29970_at	SCHIP1	Hs.134665	940.6	1051.3	1694.0	882.5	1322.6	
29974_at	A1CF	Hs.499643	9.8	13.3	9.0	11.9	8.4	
29978_at	UBQLN2	Hs.179309	2489.6	2443.4	2845.6	2370.2	2468.4	
29979_at	UBQLN1	Hs.9589	854.6	825.5	898.3	959.4	981.4	
2997_at	GYS1	Hs.386225	138.4	165.7	214.3	293.9	331.2	
29980_at	DONSON	Hs.436341	488.4	637.5	813.9	762.1	754.8	
29982_at	NRBF2	Hs.449628	178.9	121.7	130.3	182.7	133.3	
29984_at	RHOD	Hs.15114	207.5	227.3	220.7	351.4	251.0	
29985_at	SLC39A3	Hs.515046	25.2	22.9	23.9	28.0	30.5	
29986_at	SLC39A2	Hs.175783	7.9	7.2	6.8	6.1	5.1	
29988_at	SLC2A8	Hs.179522	351.2	386.6	388.8	407.3	364.6	
29989_at	OBP2B	Hs.449629	18.7	25.3	20.8	22.1	21.6	
2998_at	GYS2	Hs.82614	12.5	12.2	10.4	52.2	31.9	
29990_at	PILRB	Hs.632314	837.3	1376.9	1776.6	1415.4	2368.8	
29991_at	OBP2A	Hs.567489	14.7	16.3	13.5	15.1	12.4	
29992_at	PILRA	Hs.444407	520.4	564.4	214.5	309.8	283.0	
29993_at	PACSIN1	Hs.520087	30.4	29.3	39.4	30.4	34.2	
29994_at	BAZ2B	Hs.470369	1296.6	1056.7	1937.1	1284.8	1239.4	
29995_at	LMCD1	Hs.475353	1708.3	1616.5	1009.4	1807.0	1976.9	
29997_at	GLTSCR2	Hs.421907	2756.8	2758.8	2120.8	2150.5	2356.4	
29998_at	GLTSCR1	Hs.97244	103.9	96.4	153.9	118.0	119.1	
29999_at	FSCN3	Hs.712692	6.6	7.6	6.4	6.3	5.5	
2999_at	GZMH	Hs.348264	478.4	140.7	304.9	155.6	94.5	
29_at	ABR	Hs.159306	133.5	119.4	120.3	147.3	148.3	
2_at	A2M	Hs.212838	7773.6	7978.2	7131.4	8002.8	8195.5	
30000_at	TNPO2	Hs.416049; Hs.714402	164.2	158.9	176.8	164.9	170.0	
30001_at	ERO1L	Hs.592304	280.9	279.0	237.1	321.1	213.8	
30008_at	EFEMP2	Hs.170622	2409.7	2367.0	1887.7	2125.2	2101.4	
30009_at	TBX21	Hs.272409	63.5	17.9	51.8	34.7	39.7	
3000_at	GUCY2D	Hs.592109	13.7	16.3	15.2	20.3	21.2	
30010_at	NXPH1	Hs.487564	5.0	4.6	5.1	5.0	5.3	
30011_at	SH3KBP1	Hs.719268	2140.4	1905.0	2049.2	2407.9	2520.3	
30012_at	TLX3	Hs.249125	12.1	8.0	12.9	12.1	14.7	
3001_at	GZMA	Hs.90708	351.7	170.6	135.9	185.9	153.6	
